ka_full,category,system_number,system_name,ka_no,statement,ro_imp,sro_imp,status
005 K1.05,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.05,(005K1.05) Knowledge of the physical connections and/or cause and effect relationships between the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): RCPS,3.1,3.1,active
005 K1.06,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.06,(005K1.06) Knowledge of the physical connections and/or cause and effect relationships between the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): ECCS,4.4,4.4,active
005 K1.07,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.07,DELETED,0,0,deleted
005 K1.08,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.08,(005K1.08) Knowledge of the physical connections and/or cause and effect relationships between the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): SWS,3.7,3.7,active
005 K1.09,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.09,(005K1.09) Knowledge of the physical connections and/or cause and effect relationships between the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): RCS,4.4,4.4,active
005 K1.10,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.10,(005K1.10) Knowledge of the physical connections and/or cause and effect relationships between the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): CSS,3.7,3.7,active
005 K1.11,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.11,DELETED,0,0,deleted
005 K1.12,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.12,DELETED,0,0,deleted
005 K1.13,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.13,(005K1.13) Knowledge of the physical connections and/or cause and effect relationships between the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): SIS/HPI,4.2,4.2,active
005 K1.14,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.14,(005K1.14) Knowledge of the physical connections and/or cause and effect relationships between the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): ESFAS,4.2,4.2,active
005 K1.15,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K1.15,(005K1.15) Knowledge of the physical connections and/or cause and effect relationships between the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): IAS,3.3,3.3,active
005 K2.01,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K2.01,(005K2.01) Knowledge of electrical power supplies to the following (CFR: 41.7): (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM RHR pumps,4.1,4.1,active
005 K2.02,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K2.02,(005K2.02) Knowledge of electrical power supplies to the following (CFR: 41.7): (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM Containment isolation valves,3.3,3.3,active
005 K2.03,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K2.03,(005K2.03) Knowledge of electrical power supplies to the following (CFR: 41.7): (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM RCS pressure boundary motor‑operated valves,3.4,3.4,active
005 K3.01,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K3.01,(005K3.01) Knowledge of the effect that a loss or malfunction of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM will have on the following systems or system parameters (CFR: 41.7 / 45.6): RCS,4.5,4.5,active
005 K3.02,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K3.02,(005K3.02) Knowledge of the effect that a loss or malfunction of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM will have on the following systems or system parameters (CFR: 41.7 / 45.6): RCPS,2.9,2.9,active
005 K3.03,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K3.03,(005K3.03) Knowledge of the effect that a loss or malfunction of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM will have on the following systems or system parameters (CFR: 41.7 / 45.6): CVCS,3.2,3.2,active
005 K3.04,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K3.04,DELETED,0,0,deleted
005 K3.05,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K3.05,(005K3.05) Knowledge of the effect that a loss or malfunction of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM will have on the following systems or system parameters (CFR: 41.7 / 45.6): ECCS,4.3,4.3,active
005 K3.06,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K3.06,(005K3.06) Knowledge of the effect that a loss or malfunction of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM will have on the following systems or system parameters (CFR: 41.7 / 45.6): CSS,3.6,3.6,active
005 K3.07,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K3.07,DELETED,0,0,deleted
005 K3.08,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K3.08,(005K3.08) Knowledge of the effect that a loss or malfunction of the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM will have on the following systems or system parameters (CFR: 41.7 / 45.6): CCWS,3.1,3.1,active
005 K4.01,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K4.01,(005K4.01) Knowledge of (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Overpressure mitigation system,4.1,4.1,active
005 K4.02,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K4.02,DELETED,0,0,deleted
005 K4.03,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K4.03,(005K4.03) Knowledge of (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): RHR heat exchanger bypass flow control,3.9,3.9,active
005 K4.04,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K4.04,DELETED,0,0,deleted
005 K4.05,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K4.05,DELETED,0,0,deleted
005 K4.06,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K4.06,(005K4.06) Knowledge of (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): RHR pump miniflow recirculation,3.6,3.6,active
005 K4.07,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K4.07,"(005K4.07) Knowledge of (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): System protection logics, including high-pressure interlock, reset controls, and valve interlocks",4.1,4.1,active
005 K4.08,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K4.08,(005K4.08) Knowledge of (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Lineup for piggyback mode with HPI,4,4,active
005 K4.09,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K4.09,DELETED,0,0,deleted
005 K4.10,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K4.10,(005K4.10) Knowledge of (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Control of RHR heat exchanger outlet flow,3.9,3.9,active
005 K4.11,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K4.11,(005K4.11) Knowledge of (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Lineup for low head recirculation mode (external and internal),4,4,active
005 K4.12,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K4.12,(005K4.12) Knowledge of (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Lineup for piggyback mode with CSS,3.7,3.7,active
005 K5.01,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.01,DELETED,0,0,deleted
005 K5.02,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.02,DELETED,0,0,deleted
005 K5.03,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.03,(005K5.03) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.5 / 45.7): Reactivity effects of RHR water under varying conditions,3.3,3.3,active
005 K5.04,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.04,"(005K5.04) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.5 / 45.7): Heat load on the RHRS during shutdown, cooldown, and refueling operations",3.5,3.5,active
005 K5.05,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.05,(005K5.05) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.5 / 45.7): Plant response to RCS temperature changes during solid plant operations,3.7,3.7,active
005 K5.06,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.06,DELETED,0,0,deleted
005 K5.07,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.07,DELETED,0,0,deleted
005 K5.08,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.08,DELETED,0,0,deleted
005 K5.09,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.09,DELETED,0,0,deleted
005 K5.10,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.10,(005K5.10) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.5 / 45.7): RHRS suction vortexing during reduced RCS inventory,4.2,4.2,active
005 K5.11,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.11,(005K5.11) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.5 / 45.7): Modes of operation,3.8,3.8,active
005 K5.12,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.12,(005K5.12) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.5 / 45.7): Relation between the RHR flowpath and refueling cavity,3.4,3.4,active
005 K5.13,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.13,(005K5.13) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.5 / 45.7): Noncondensable gas buildup in system,3.3,3.3,active
005 K5.14,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.14,(005K5.14) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.5 / 45.7): Refueling operations,3.5,3.5,active
005 K5.15,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K5.15,(005K5.15) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.5 / 45.7): Time to boil (reference potential),4,4,active
005 K6.01,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.01,DELETED,0,0,deleted
005 K6.02,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.02,DELETED,0,0,deleted
005 K6.03,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.03,"(005K6.03) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.7 / 45.7): RHR heat exchanger",3.7,3.7,active
005 K6.04,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.04,"(005K6.04) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.7 / 45.7): RCS and containment isolation valves",3.9,3.9,active
005 K6.05,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.05,"(005K6.05) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.7 / 45.7): RHR pumps and motors",4,4,active
005 K6.06,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.06,DELETED,0,0,deleted
005 K6.07,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.07,"(005K6.07) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.7 / 45.7): Temperature, flow, and/or pressure sensors/detectors",3.4,3.4,active
005 K6.08,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.08,"(005K6.08) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.7 / 45.7): RHR flow controllers",3.7,3.7,active
005 K6.09,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.09,DELETED,0,0,deleted
005 K6.10,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.10,DELETED,0,0,deleted
005 K6.11,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.11,"(005K6.11) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.7 / 45.7): Flow control valves",3.8,3.8,active
005 K6.12,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.12,"(005K6.12) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.7 / 45.7): CCWS",4,4,active
005 K6.13,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.13,"(005K6.13) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.7 / 45.7): IAS",3.5,3.5,active
005 K6.14,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.14,"(005K6.14) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.7 / 45.7): ECCS",4.1,4.1,active
005 K6.15,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.15,"(005K6.15) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.7 / 45.7): CVCS",3.3,3.3,active
005 K6.16,system,005,(SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM,K6.16,"(005K6.16) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF4P RHR) RESIDUAL HEAT REMOVAL SYSTEM (CFR: 41.7 / 45.7): Injection and/or recirculation valves",3.9,3.9,active
006 A1.01,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.01,DELETED,0,0,deleted
006 A1.02,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.02,"(006A1.02) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): Boron concentration in safety injection tank and BAT",3.4,3.4,active
006 A1.03,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.03,"(006A1.03) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): Flow rates in RWST recirculation pumps",2.8,2.8,active
006 A1.04,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.04,DELETED,0,0,deleted
006 A1.05,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.05,"(006A1.05) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): CCW flow",3.2,3.2,active
006 A1.06,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.06,"(006A1.06) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): SCM",3.9,3.9,active
006 A1.07,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.07,"(006A1.07) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): ECCS pressure(s)",3.8,3.8,active
006 A1.08,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.08,"(006A1.08) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): ECCS temperatures",3.1,3.1,active
006 A1.09,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.09,"(006A1.09) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): ECCS pump amperage",3.2,3.2,active
006 A1.10,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.10,"(006A1.10) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): CVCS letdown flow",3,3,active
006 A1.11,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.11,"(006A1.11) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): Boron concentration",3.3,3.3,active
006 A1.12,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.12,DELETED,0,0,deleted
006 A1.13,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.13,"(006A1.13) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): Safety injection tank pressure and level",3.5,3.5,active
006 A1.14,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.14,"(006A1.14) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): Reactor vessel level",3.9,3.9,active
006 A1.15,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.15,"(006A1.15) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): RWST level and temperature",3.6,3.6,active
006 A1.16,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.16,"(006A1.16) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): RCS temperature, including superheat, saturation, and subcooled",3.9,3.9,active
006 A1.17,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.17,"(006A1.17) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): ECCS flow rate",4,4,active
006 A1.18,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.18,"(006A1.18) Ability to predict and/or monitor changes in parameters associated with operation of the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM, including (CFR: 41.5 / 45.3 to 45.5): PZR level and pressure",3.8,3.8,active
006 A1.19,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A1.19,DELETED,0,0,deleted
006 A2.01,system,006,(SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM,A2.01,"(006A2.01) Ability to (a) predict the impacts of the following on the (SF2; SF3 ECCS) EMERGENCY CORE COOLING SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 45.3 to 45.5): High bearing temperature",3.3,3.1,active
